remume_versao;codigo_identificacao;descricao_original;principio_ativo;concentracao;forma_farmaceutica;apresentacao;local_dispensacao;restricao;via_administracao;situacao
23/09/2026;MAC-2347C2;Cloreto Férrico 50% - gel, bisnaga 10g;Cloreto Férrico;50%;gel;bisnaga 10g;CEM;;tópica;ativo
23/09/2026;MAC-149653;Clorexidina, diclonato/gliconato 0,12% solução bucal frasco 250ml;Clorexidina, diclonato/gliconato;0,12%;solução;frasco 250ml;HPM, HPMS, EMERG;;oral;ativo
23/09/2026;MAC-A1695C;Clorexidina, digliconato/gliconato 0,2% solução aquosa frasco 100ml;Clorexidina, digliconato/gliconato;0,2%;solução;frasco 100ml;HPM;;;ativo
23/09/2026;MAC-CBD89C;Clorexidina, digliconato/gliconato 0,5% solução alcoólica frasco 100ml;Clorexidina, digliconato/gliconato;0,5%;solução;frasco 100ml;HPM, HPMS, EMERG, CEM, UBS;;;ativo
23/09/2026;MAC-2A5DB2;Clorexidina, digliconato/gliconato degermante frasco 100ml 4% solução;Clorexidina, digliconato/gliconato degermante frasco;4%;solução;frasco 100ml;HPM, HPMS, EMERG, CEM, UBS;;;ativo
23/09/2026;MAC-243A93;Cloroquina 150 mg comprimido;Cloroquina;150 mg;comprimido;;HPM;;oral;ativo
23/09/2026;MAC-CCED3E;Clorpromazina, cloridrato 100mg comprimido (port.nº 344/98 Lista C1);Clorpromazina, cloridrato;100mg;comprimido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-ECECD1;Clorpromazina, cloridrato 25mg comprimido (port.nº 344/98 Lista C1);Clorpromazina, cloridrato;25mg;comprimido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-77A63C;Clorpromazina, cloridrato 40mg/ml solução oral frasco 20ml (port.nº 344/98 Lista C1);Clorpromazina, cloridrato;40mg/ml;solução oral;frasco 20ml;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-4C05E1;Clorpromazina, cloridrato 5mg/ml solução injetável ampola 5ml (port.nº 344/98 Lista C1);Clorpromazina, cloridrato;5mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-1CF4DB;Colagenase 0,6 U/g + Cloranfenicol 0,01 g/g pomada dermatológica bisnaga 30g + espátula plas;Colagenase 0,6 U/g + Cloranfenicol;0,01 g;pomada;bisnaga 30g;HPM, HPMS, EMERG, CEM, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-A5CF71;Colagenase 0,6 U/g pomada dermatológica bisnaga 30g + espátula plas;Colagenase 0,6 U/g;30g;pomada;bisnaga 30g;HPM, HPMS, EMERG, CEM, UBS, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-93DD03;Colistimetato De Sódio 150 mg pó liofilizado para solução injetável Iv frasco ampola;Colistimetato De Sódio;150 mg;pó liofilizado para solução injetável;frasco ampola;HPM;;injetável;ativo
23/09/2026;MAC-7675EC;Corante Lugol Forte 5% - solução líquida, frasco 1000ml;Corante Lugol Forte;5%;solução;frasco 1000ml;CEM;;;ativo
23/09/2026;MAC-95C087;Daclatasvir 60 mg comprimido;Daclatasvir;60 mg;comprimido;;FMC;;oral;ativo
23/09/2026;MAC-6B517D;Dantroleno Sódico 20mg pó liofilizado para uso intravenoso frasco ampola + diluente frasco ampola 60ml (apresentação única - caixa com 12F/A);Dantroleno Sódico;20mg;pó liofilizado;frasco ampola;HPM;;injetável;ativo
23/09/2026;MAC-0429F9;Darunavir (DRV) 150mg, comprimido revestido;Darunavir (DRV);150mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-582B86;Darunavir (DRV) 600mg, comprimido revestido;Darunavir (DRV);600mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-BA36A5;Darunavir (DRV) 75mg, comprimido revestido;Darunavir (DRV);75mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-FCFC43;Deslanosídeo 0,2mg/ml solução injetável ampola 2ml;Deslanosídeo;0,2mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-8D272D;DESMOPRESSINA,acetato 4mcg/ml solução injetável ampola 1ml;DESMOPRESSINA,acetato;4mcg/ml;solução injetável;ampola 1ml;HPM;;injetável;ativo
23/09/2026;MAC-035D77;Dexametasona 1 mg/ml (0,1%) suspensão oftálmica frasco 5ml;Dexametasona;1 mg/ml (0,1%);suspensão;frasco 5ml;HPM, FM;;;ativo
23/09/2026;MAC-2D95B3;Dexametasona 4 mg/ml solução injetável frasco ampola 2,5ml;Dexametasona;4 mg/ml;solução injetável;frasco ampola 2,5ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-6FF002;Dexametasona 4mg comprimido;Dexametasona;4mg;comprimido;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-6EA56E;Dexametasona bisnaga 10g 1mg/g (1%) creme dermatológico;Dexametasona bisnaga;1mg/g (1%);creme dermatológico;bisnaga 10g;HPM, HPMS, EMERG, USB, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-233C3C;Dexclorfeniramina, maleato 2mg comprimido;Dexclorfeniramina, maleato;2mg;comprimido;;HPM, HPMS, EMERG, FM, UBS, Dispensário;;oral;ativo
23/09/2026;MAC-99B121;Dexclorfeniramina, maleato 2mg/5ml ou 0,4mg/ml solução oral 100ml/120ml + copo medida;Dexclorfeniramina, maleato;2mg/5ml;solução oral;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-6C5582;Dexmedetomidina, cloridrato 100mcg/ml solução injetável ampola 2ml (port.nº 344/98 Lista C1);Dexmedetomidina, cloridrato;100mcg/ml;solução injetável;ampola 2ml;HPM, HPMS;;injetável;ativo
23/09/2026;MAC-032C23;Dextrocetamina/escetamina 50 mg/mL solução injetável ampola 2ml (port.nº 344/98 Lista C1);Dextrocetamina/escetamina;50 mg/mL;solução injetável;ampola 2ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-D8D5CE;Diazepam 10mg comprimido (port.nº 344/98 Lista B1);Diazepam;10mg;comprimido;;HPM, HPMS, EMERG, FM;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;MAC-1C1D15;Diazepam 5mg comprimido (port.nº 344/98 Lista B1);Diazepam;5mg;comprimido;;HPM, HPMS, EMERG, FM;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;oral;ativo
23/09/2026;MAC-751F64;Diazepam 5mg/ml solução injetável ampola 2ml (port.nº 344/98 Lista B1);Diazepam;5mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG, Maleta;Notificação de Receita B (azul) — psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-08449C;Diclofenaco Potássico 50mg comprimido revestido ou drágea;Diclofenaco Potássico;50mg;comprimido revestido;;HPM, HPMS, EMERG, USB, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-8F1F25;Digoxina 0,25mg comprimido;Digoxina;0,25mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D53E89;Diltiazem, cloridrato 30mg comprimido;Diltiazem, cloridrato;30mg;comprimido;;HPM, HPMS, EMERG;;oral;ativo
23/09/2026;MAC-7B894E;Diosmina 450 mg + Hesperidina 50mg comprimido revestido;Diosmina;450 mg;comprimido revestido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-0A25D0;Dipirona sódica 500mg comprimido;Dipirona sódica;500mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-AF329C;Dipirona sódica 500mg/ml solução injetável ampola 2ml;Dipirona sódica;500mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-F5D3DE;Dipirona sódica 500mg/ml solução oral frasco 10ml;Dipirona sódica;500mg/ml;solução oral;frasco 10ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-F2C5C9;Dispositivo Intrauterino Plástico Com Cobre (DIU) unidade, modelo T 380 mm2;Dispositivo Intrauterino Plástico Com Cobre (DIU) unidade, modelo T 380 mm2;;;unidade;CEM;;;ativo
23/09/2026;MAC-3B940E;DOBUTAMINA,cloridrato injetável 12,5mg/ml (250mg) solução ampola 20ml;DOBUTAMINA,cloridrato;12,5mg/ml;injetável;ampola 20ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-9DB239;Dolutegravir (DTG) 50mg, comprimido revestido;Dolutegravir (DTG);50mg;comprimido revestido;;HPM, HPMS, EMERG, IST;;oral;ativo
23/09/2026;MAC-0ACC81;Domperidona + dosador 1mg/ml suspensão oral frasco 100ml;Domperidona + dosador;1mg/ml;suspensão oral;frasco 100ml;HPM, HPMS, EMERG;;oral;ativo
23/09/2026;MAC-D46384;Domperidona 10mg comprimido;Domperidona;10mg;comprimido;;HPM, HPMS, EMERG;;oral;ativo
23/09/2026;MAC-8D06AF;Dopamina, 10ml cloridrato 5mg/ml solução injetável ampola;Dopamina;5mg/ml;solução injetável;ampola;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-CD0A03;Doxiciclina 100mg comprimido revestido ou drágea;Doxiciclina;100mg;comprimido revestido;;HPM, HPMS, EMERG, USB, IST, FM;;oral;ativo
23/09/2026;MAC-FC0DD9;Efavirenz (EFZ) 200mg, cápsula gelatinosa dura;Efavirenz (EFZ);200mg;cápsula;;IST;;oral;ativo
23/09/2026;MAC-98F47F;Efavirenz (EFZ) 600mg, comprimido revestido;Efavirenz (EFZ);600mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-B2317A;Efavirenz (EFZ) Solução Oral 30mg/ml;Efavirenz (EFZ);30mg/ml;solução oral;;IST;;oral;ativo
23/09/2026;MAC-8C5578;Efedrina, sulfato 50mg/ml solução injetável ampola 1ml (port.nº 344/98 Lista D1);Efedrina, sulfato;50mg/ml;solução injetável;ampola 1ml;HPM;;injetável;ativo
23/09/2026;MAC-A5D0BF;Enalapril, maleato 10mg comprimido;Enalapril, maleato;10mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-91E9E4;Enalapril, maleato 20mg comprimido;Enalapril, maleato;20mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-79031C;Enfuvirtida 90mg/ml (T-20);Enfuvirtida;90mg/ml;;;IST;;;ativo
23/09/2026;MAC-FBE486;Enoxaparina sódica 20mg/0,2ml solução injetável seringa pré-enchida x 0,2ml (SC/IV);Enoxaparina sódica;20mg/0,2ml;solução injetável;seringa;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-5F36D0;Enoxaparina sódica 40mg/0,4ml solução injetável seringa pré-enchida x 0,4ml (sc/iv).;Enoxaparina sódica;40mg/0,4ml;solução injetável;seringa;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-B89135;Enoxaparina sódica 60mg/0,6ml solução injetável seringa pré enchida x 0,6ml (SC/IV);Enoxaparina sódica;60mg/0,6ml;solução injetável;seringa;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-5650E2;Entecavir 0,5 mg comprimido;Entecavir;0,5 mg;comprimido;;FMC;;oral;ativo
23/09/2026;MAC-B341CB;Epinefrina, cloridrato ou hemitartarato 1mg/ml solução injetável ampola 1ml;Epinefrina, cloridrato ou hemitartarato;1mg/ml;solução injetável;ampola 1ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-3670F1;Esmolol, 10ml cloridrato 250mg/ml solução injetável ampola;Esmolol;250mg/ml;solução injetável;ampola;HPM;;injetável;ativo
23/09/2026;MAC-56FEEA;Esmolol, cloridrato 10mg/ml solução injetável frasco ampola 10ml;Esmolol, cloridrato;10mg/ml;solução injetável;frasco ampola 10ml;HPM;;injetável;ativo
23/09/2026;MAC-09B1B3;Espinheira-santa cápsulas (Maytenus officinalis Mabb .) 350mg;Espinheira-santa;350mg;cápsula;;FM;;oral;ativo
23/09/2026;MAC-42DF4E;Espiramicina revestido 500mg Ou 1,5 Mui comprimido;Espiramicina revestido;500mg;comprimido;;HPM, HPMS, EMERG, IST, FMC;;oral;ativo
23/09/2026;MAC-2241CD;Espironolactona 100mg comprimido;Espironolactona;100mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-D0DA99;Espironolactona 25mg comprimido;Espironolactona;25mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-E5F60D;Estriol 1mg/g creme vaginal bisnaga 50g + aplicador;Estriol;1mg/g;creme vaginal;bisnaga 50g;FM, Dispensário;;vaginal;ativo
23/09/2026;MAC-DDBDA0;Etambutol 400 mg comprimido;Etambutol;400 mg;comprimido;;PROG.CESAF;;oral;ativo
23/09/2026;MAC-D1E387;Etilefrina, cloridrato 10mg/ml solução injetável ampola 1ml;Etilefrina, cloridrato;10mg/ml;solução injetável;ampola 1ml;HPM, HPMS, CEM;;injetável;ativo
23/09/2026;MAC-8044F1;Etomidato 2mg/ml solução injetável ampola 10ml (port.nº 344/98 Lista C1);Etomidato;2mg/ml;solução injetável;ampola 10ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-05A820;Etravirina (ETR) 100mg, comprimido revestido;Etravirina (ETR);100mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-4E3187;Etravirina (ETR) 200mg, comprimido revestido;Etravirina (ETR);200mg;comprimido revestido;;IST;;oral;ativo
23/09/2026;MAC-533C3A;Fenilefrina, 5ml cloridrato 10% solução oftálmica frasco;Fenilefrina;10%;solução oftálmica;frasco;HPM;;oftálmica;ativo
23/09/2026;MAC-80A018;Fenitoína, sódica 100mg comprimido (port.nº 344/98 Lista C1);Fenitoína, sódica;100mg;comprimido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-0F3CDD;Fenitoína, sódica 50mg/ml solução injetável ampola 5ml (port.nº 344/98 Lista C1);Fenitoína, sódica;50mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-569F5B;Fenobarbital 100mg comprimido (port.nº 344/98 Lista C1);Fenobarbital;100mg;comprimido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-BE4F9A;Fenobarbital 100mg/ml solução injetável ampola 2ml ou 200mg/ml solução injetável ampola 1ml Im/iv - (port.nº 344/98 Lista C1);Fenobarbital;100mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-524E38;Fenobarbital 40mg/ml (4%) solução oral frasco 20ml (port.nº 344/98 Lista C1);Fenobarbital;40mg/ml (4%);solução oral;frasco 20ml;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-047481;Fentanila, citrato 0,0785mg/ml + Droperidol 2,50mg/ml solução injetável ampola 2ml (port.nº 344/98 Lista A1);Fentanila, citrato;0,0785mg/ml;solução injetável;ampola 2ml;HPM, Maleta;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-835D09;Fentanila, citrato 50mcg/ml ou 0,050mg/ml solução injetável ampola 10ml (port.nº 344/98 Lista A1);Fentanila, citrato;50mcg/ml;solução injetável;ampola 10ml;HPM, HPMS, EMERG, Maleta;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-211FA1;Fentanila, Citrato 50mcg/ml ou 0,050mg/ml solução injetável ampola 2ml (port.nº 344/98 Lista A1);Fentanila, Citrato;50mcg/ml;solução injetável;ampola 2ml;HPM, HPMS;Notificação de Receita A (amarela) — entorpecente/psicotrópico, Portaria 344/98. Prescrição em receituário especial.;injetável;ativo
23/09/2026;MAC-EA416A;Filgrastim 1ml 300mcg/ml solução injetável frasco ampola;Filgrastim;300mcg/ml;solução injetável;frasco ampola;HPM;;injetável;ativo
23/09/2026;MAC-E673F0;Fitomenadiona 10mg/ml solução injetável ampola 1ml;Fitomenadiona;10mg/ml;solução injetável;ampola 1ml;EMERG, HPM, HPMS;;injetável;ativo
23/09/2026;MAC-6219D5;Fluconazol 150mg cápsula gel dura;Fluconazol;150mg;cápsula;;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-12B7F2;Fluconazol 2 mg/ml solução injetável bolsa plást./sistema fechado 100ml;Fluconazol;2 mg/ml;solução injetável;bolsa;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-E0CC88;Flumazenil 0,1mg/ml (0,5mg/5ml) solução injetável ampola 5ml (port.nº 344/98 Lista C1);Flumazenil;0,1mg/ml;solução injetável;ampola 5ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-664088;Fluoresceína Sódica 10mg/ml solução oftálmica frasco 3ml;Fluoresceína Sódica;10mg/ml;solução oftálmica;frasco 3ml;HPM, CEM;;oftálmica;ativo
23/09/2026;MAC-E50FCD;Fluoxetina, cloridrato 20mg cápsula ou comprimido revestido (port.nº 344/98 Lista C1);Fluoxetina, cloridrato;20mg;cápsula;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-440F75;Formol 10% frasco 1000ml;Formol;10%;;frasco 1000ml;HPM, HPMS;;;ativo
23/09/2026;MAC-61C567;Formoterol 6mcg + Budesonida 200mcg / dose aerosol oral 120 doses. Características Adicionais: Com frasco inalador;Formoterol;6mcg;aerosol;frasco;HPM;;inalatória;ativo
23/09/2026;MAC-FD1F90;Furosemida 10 mg/ml solução injetável ampola 2ml;Furosemida;10 mg/ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-AF346F;Furosemida 40 mg comprimido;Furosemida;40 mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-226D12;Ganciclovir 1mg/mL sol. bolsa 500ml;Ganciclovir;1mg/mL;;bolsa 500ml;HPM;;;ativo
23/09/2026;MAC-5BC97F;Garra-do-diabo cápsulas (Harpagophytum procumbens ) 200mg;Garra-do-diabo;200mg;cápsula;;FM;;oral;ativo
23/09/2026;MAC-91559B;Gentamicina, sulfato 80mg (ou 80mg/2ml ou 40mg/ml) solução injetável ampola 2ml;Gentamicina, sulfato;80mg/2ml;solução injetável;ampola 2ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-B52AD4;Glecaprevir 100 mg + Pibrentasvir 400 mg comprimido revestido;Glecaprevir;100 mg;comprimido revestido;;FMC;;oral;ativo
23/09/2026;MAC-559DF4;Glibenclamida 5 mg comprimido;Glibenclamida;5 mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-4E4294;Glicerol 120mg/ml ou 12% solução retal/enema frasco 500ml (glicerina Clister);Glicerol;120mg/ml;solução;frasco 500ml;HPM, HPMS, EMERG;;retal;ativo
23/09/2026;MAC-A5E0A0;Glicina 15 mg/ml sol irrig urol cx bols pvc x 3000 ml;Glicina;15 mg/ml;;;HPM;;;ativo
23/09/2026;MAC-0C022B;Gliclazida Mr 30mg comprimido de liberação controlada;Gliclazida Mr;30mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-A12F91;Gliclazida Mr 60mg comprimido de liberação controlada;Gliclazida Mr;60mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-5C5040;Gliconato De Cálcio 100mg/ml (10%) solução injetável ampola 10ml;Gliconato De Cálcio;100mg/ml (10%);solução injetável;ampola 10ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-62AFD5;Glicose Hipertônica 25% (250mg/ml) solução injetável ampola plástica 10ml;Glicose Hipertônica;25%;solução injetável;ampola;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-CEC2BE;Glicose Hipertônica 50% (500mg/ml) solução injetável ampola plástica 10ml;Glicose Hipertônica;50%;solução injetável;ampola;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-88AF5E;Glicose Isotônica 10% (100mg/ml) solução injetável bolsa/frasco sistema fechado 250ml;Glicose Isotônica;10%;solução injetável;frasco;HPM;;injetável;ativo
23/09/2026;MAC-5EBB8E;Glicose Isotônica 5% (50mg/ml) solução injetável bolsa/frasco sistema fechado 250ml;Glicose Isotônica;5%;solução injetável;frasco;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-8AA177;Glicose Isotônica 5% (50mg/ml) solução injetável bolsa/frasco sistema fechado 500ml;Glicose Isotônica;5%;solução injetável;frasco;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-90B571;Glicosímetro Capilar Para Medida De Glicemia, unidade;Glicosímetro Capilar Para Medida De Glicemia, unidade;;;unidade;CEM, EMERG, FM, HPM, HPMS, UBS;;;ativo
23/09/2026;MAC-34E48A;Guaco (Mikania glomerata) xarope 5% frasco 100ml;Guaco (Mikania glomerata);5%;xarope;frasco 100ml;FM;;oral;ativo
23/09/2026;MAC-1BD668;Haloperidol 1mg comprimido (port.nº 344/98 Lista C1);Haloperidol;1mg;comprimido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-36F09E;Haloperidol 2mg/ml solução oral frasco 20-30ml (port.nº 344/98 Lista C1);Haloperidol;2mg/ml;solução oral;frasco 20;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-9C1D1B;Haloperidol 5mg comprimido (port.nº 344/98 Lista C1);Haloperidol;5mg;comprimido;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-803F49;Haloperidol 5mg/ml solução injetável ampola 1ml (port.nº 344/98 Lista C1);Haloperidol;5mg/ml;solução injetável;ampola 1ml;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-98C434;Haloperidol, decanoato 50mg/ml solução injetável ampola 1ml (port.nº 344/98 Lista C1);Haloperidol, decanoato;50mg/ml;solução injetável;ampola 1ml;FM;;injetável;ativo
23/09/2026;MAC-8E6BAD;Heparina 5ml Sódica 5.000 UI/ml solução injetável f/a;Heparina;5.000 UI/ml;solução injetável;;HPM;;injetável;ativo
23/09/2026;MAC-A61B88;Heparina Sódica 5.000 UI/0,25ml solução injetável ampola 0,25ml subcutânea;Heparina Sódica;5.000 UI;solução injetável;ampola 0,25ml;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-7567A5;Hidralazina, cloridrato 20mg/ml solução injetável ampola 1ml;Hidralazina, cloridrato;20mg/ml;solução injetável;ampola 1ml;HPM, Maleta;;injetável;ativo
23/09/2026;MAC-53E191;Hidralazina, cloridrato 25mg comprimido;Hidralazina, cloridrato;25mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-CBBC1A;Hidroclorotiazida 25 mg comprimido;Hidroclorotiazida;25 mg;comprimido;;HPM, HPMS, EMERG, FM, Dispensário;;oral;ativo
23/09/2026;MAC-FF457C;Hidrocortisona, acetato 10mg/g (1%) creme dermatológico bisnaga 15-25g;Hidrocortisona, acetato;10mg/g (1%);creme dermatológico;bisnaga 15;HPM, HPMS, EMERG, IST, FM, Dispensário;;tópica;ativo
23/09/2026;MAC-BA31DE;Hidrocortisona, succinato sódico 100 mg pó liofilizado p/solução injetável f/a 2ml;Hidrocortisona, succinato sódico;100 mg;pó liofilizado;;HPM, HPMS, EMERG;;injetável;ativo
23/09/2026;MAC-3CA2A9;Hidrocortisona, succinato sódico 500 mg pó liofilizado p/solução injetável f/a 4ml;Hidrocortisona, succinato sódico;500 mg;pó liofilizado;;HPM, HPMS, EMERG, Maleta;;injetável;ativo
23/09/2026;MAC-25E314;Hidroxiuréia 500mg cápsula gelatinosa dura;Hidroxiuréia;500mg;cápsula;;HPM;;oral;ativo
23/09/2026;MAC-FFA710;Hidróxido De Alumínio 61,5mg/ml suspensão oral frasco 150-240ml;Hidróxido De Alumínio;61,5mg/ml;suspensão oral;frasco 150;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-96C790;Hipromelose 3mg/ml (0,3%) + Dextrana 70 1,0mg/ml (0,1%) solução oftálmica frasco 15ml;Hipromelose;3mg/ml (0,3%);solução oftálmica;frasco 15ml;Dispensário, FM, HPM;;oftálmica;ativo
23/09/2026;MAC-25FD06;Ibuprofeno 300mg comprimido;Ibuprofeno;300mg;comprimido;;HPM, HPMS, EMERG, UBS, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-70C179;Ibuprofeno 50 mg/ml suspensão oral frasco 30ml;Ibuprofeno;50 mg/ml;suspensão oral;frasco 30ml;HPM, HPMS, EMERG, IST, FM, Dispensário;;oral;ativo
23/09/2026;MAC-2338B8;Imipeném monohidratado 500mg + Cilastatina sódica 500mg monovial pó para sol.injetável;Imipeném monohidratado;500mg;pó;;EMERG, HPM, HPMS;;;ativo
23/09/2026;MAC-7C313A;Imipramina, cloridrato 25mg drágea ou comprimido revestido (port.nº 344/98 Lista C1);Imipramina, cloridrato;25mg;drágea;;HPM, HPMS, EMERG, FM;;oral;ativo
23/09/2026;MAC-04ACAE;Imunoglobulina Anti-rho(d) 300mcg solução injetável frasco ampola 2ml ou 150mcg/ml solução injetável seringa de 2ml;Imunoglobulina Anti-rho(d);300mcg;solução injetável;frasco ampola 2ml;HPM;;injetável;ativo
23/09/2026;MAC-48B3C2;Imunoglobulina Humana 5,0g solução injetável frasco ampola 100ml ou Imunoglobulina Humana Normal 50mg/ml solução injetável f/a 100ml;Imunoglobulina Humana;50mg/ml;solução injetável;frasco ampola 100ml;HPM;;injetável;ativo
23/09/2026;MAC-9AAAE5;Imunoglobulina Humana Anti-hepatite B 1000 Ui/ 5 ml solução injetável;Imunoglobulina Humana Anti-hepatite B;1000 Ui;solução injetável;;FMC;;injetável;ativo
23/09/2026;MAC-1C1E2D;Insulina Humana injetável Nph 100UI/ml suspensão f/a 10ml;Insulina Humana;100UI/ml;injetável;;HPM, HPMS, EMERG, FM;;injetável;ativo
23/09/2026;MAC-6645D3;Insulina Humana injetável Regular 100UI/ml solução f/a 10ml;Insulina Humana;100UI/ml;injetável;;HPM, HPMS, EMERG, FM;;injetável;ativo
23/09/2026;MAC-C792DF;Insulina Humana Nph 100 UI/ml suspensão injetável com sistema de aplicação 3ml;Insulina Humana Nph;100 UI/ml;suspensão injetável;;FM;;injetável;ativo
23/09/2026;MAC-0C1283;Insulina Humana Regular 100UI/ml solução injetável com sistema de aplicação 3ml;Insulina Humana Regular;100UI/ml;solução injetável;;FM;;injetável;ativo
23/09/2026;MAC-7FC685;Iodo Povidona 2,5% solução oftálmica frasco 5/10mL (Colírio Pvpi);Iodo Povidona;2,5%;solução oftálmica;frasco 5;HPM;;oftálmica;ativo
23/09/2026;MAC-30E4E0;Isoflavona-de-soja cápsulas (Glycine max.(L.) Merr. ) 150mg;Isoflavona-de-soja;150mg;cápsula;;FM;;oral;ativo
23/09/2026;MAC-2382AC;Isoniazida 100 mg comprimido;Isoniazida;100 mg;comprimido;;PROG.CESAF;;oral;ativo
